pdb_id,title,journal,authors,doi,pmid,got_paper
7LKA,Sequence signatures of two IGHV3-53/3-66 public clonotypes to SARS-CoV-2 receptor binding domain.,Biorxiv,"['Tan, T.J.C.', 'Yuan, M.', 'Kuzelka, K.', 'Padron, G.C.', 'Beal, J.R.', 'Chen, X.', 'Wang, Y.', 'Rivera-Cardona, J.', 'Zhu, X.', 'Stadtmueller, B.M.', 'Brooke, C.B.', 'Wilson, I.A.', 'Wu, N.C.']",10.1101/2021.01.26.428356,33532781.0,False
5CD3,Key gp120 Glycans Pose Roadblocks to the Rapid Development of VRC01-Class Antibodies in an HIV-1-Infected Chinese Donor.,Immunity,"['Kong, L.', 'Ju, B.', 'Chen, Y.', 'He, L.', 'Ren, L.', 'Liu, J.', 'Hong, K.', 'Su, B.', 'Wang, Z.', 'Ozorowski, G.', 'Ji, X.', 'Hua, Y.', 'Chen, Y.', 'Deller, M.C.', 'Hao, Y.', 'Feng, Y.', 'Garces, F.', 'Wilson, R.', 'Dai, K.', ""O'Dell, S."", 'McKee, K.', 'Mascola, J.R.', 'Ward, A.B.', 'Wyatt, R.T.', 'Li, Y.', 'Wilson, I.A.', 'Zhu, J.', 'Shao, Y.']",10.1016/j.immuni.2016.03.006,27067056.0,False
4DN3,Structural basis for high selectivity of anti-CCL2 neutralizing antibody CNTO 888.,Mol.Immunol.,"['Obmolova, G.', 'Teplyakov, A.', 'Malia, T.J.', 'Grygiel, T.L.', 'Sweet, R.', 'Snyder, L.A.', 'Gilliland, G.L.']",10.1016/j.molimm.2012.03.022,22487721.0,False
5CZX,Characterization of activating mutations of NOTCH3 in T-cell acute lymphoblastic leukemia and anti-leukemic activity of NOTCH3 inhibitory antibodies.,Oncogene,"['Bernasconi-Elias, P.', 'Hu, T.', 'Jenkins, D.', 'Firestone, B.', 'Gans, S.', 'Kurth, E.', 'Capodieci, P.', 'Deplazes-Lauber, J.', 'Petropoulos, K.', 'Thiel, P.', 'Ponsel, D.', 'Hee Choi, S.', 'LeMotte, P.', 'London, A.', 'Goetcshkes, M.', 'Nolin, E.', 'Jones, M.D.', 'Slocum, K.', 'Kluk, M.J.', 'Weinstock, D.M.', 'Christodoulou, A.', 'Weinberg, O.', 'Jaehrling, J.', 'Ettenberg, S.A.', 'Buckler, A.', 'Blacklow, S.C.', 'Aster, J.C.', 'Fryer, C.J.']",10.1038/onc.2016.133,27157619.0,False
5X8M,Molecular mechanism of PD-1/PD-L1 blockade via anti-PD-L1 antibodies atezolizumab and durvalumab,Sci Rep,"['Lee, H.T.', 'Lee, J.Y.', 'Lim, H.', 'Lee, S.H.', 'Moon, Y.J.', 'Pyo, H.J.', 'Ryu, S.E.', 'Shin, W.', 'Heo, Y.S.']",10.1038/s41598-017-06002-8,28717238.0,False
7DZY,An infectivity-enhancing site on the SARS-CoV-2 spike protein targeted by antibodies.,Cell,"['Liu, Y.', 'Soh, W.T.', 'Kishikawa, J.I.', 'Hirose, M.', 'Nakayama, E.E.', 'Li, S.', 'Sasai, M.', 'Suzuki, T.', 'Tada, A.', 'Arakawa, A.', 'Matsuoka, S.', 'Akamatsu, K.', 'Matsuda, M.', 'Ono, C.', 'Torii, S.', 'Kishida, K.', 'Jin, H.', 'Nakai, W.', 'Arase, N.', 'Nakagawa, A.', 'Matsumoto, M.', 'Nakazaki, Y.', 'Shindo, Y.', 'Kohyama, M.', 'Tomii, K.', 'Ohmura, K.', 'Ohshima, S.', 'Okamoto, T.', 'Yamamoto, M.', 'Nakagami, H.', 'Matsuura, Y.', 'Nakagawa, A.', 'Kato, T.', 'Okada, M.', 'Standley, D.M.', 'Shioda, T.', 'Arase, H.']",10.1016/j.cell.2021.05.032,34139176.0,True
7K8P,SARS-CoV-2 neutralizing antibody structures inform therapeutic strategies.,Nature,"['Barnes, C.O.', 'Jette, C.A.', 'Abernathy, M.E.', 'Dam, K.A.', 'Esswein, S.R.', 'Gristick, H.B.', 'Malyutin, A.G.', 'Sharaf, N.G.', 'Huey-Tubman, K.E.', 'Lee, Y.E.', 'Robbiani, D.F.', 'Nussenzweig, M.C.', 'West Jr., A.P.', 'Bjorkman, P.J.']",10.1038/s41586-020-2852-1,33045718.0,True
4JHW,Structure of RSV fusion glycoprotein trimer bound to a prefusion-specific neutralizing antibody.,Science,"['McLellan, J.S.', 'Chen, M.', 'Leung, S.', 'Graepel, K.W.', 'Du, X.', 'Yang, Y.', 'Zhou, T.', 'Baxa, U.', 'Yasuda, E.', 'Beaumont, T.', 'Kumar, A.', 'Modjarrad, K.', 'Zheng, Z.', 'Zhao, M.', 'Xia, N.', 'Kwong, P.D.', 'Graham, B.S.']",10.1126/science.1234914,23618766.0,False
6RCU,Human Antibodies that Slow Erythrocyte Invasion Potentiate Malaria-Neutralizing Antibodies.,Cell,"['Alanine, D.G.W.', 'Quinkert, D.', 'Kumarasingha, R.', 'Mehmood, S.', 'Donnellan, F.R.', 'Minkah, N.K.', 'Dadonaite, B.', 'Diouf, A.', 'Galaway, F.', 'Silk, S.E.', 'Jamwal, A.', 'Marshall, J.M.', 'Miura, K.', 'Foquet, L.', 'Elias, S.C.', 'Labbe, G.M.', 'Douglas, A.D.', 'Jin, J.', 'Payne, R.O.', 'Illingworth, J.J.', 'Pattinson, D.J.', 'Pulido, D.', 'Williams, B.G.', 'de Jongh, W.A.', 'Wright, G.J.', 'Kappe, S.H.I.', 'Robinson, C.V.', 'Long, C.A.', 'Crabb, B.S.', 'Gilson, P.R.', 'Higgins, M.K.', 'Draper, S.J.']",10.1016/j.cell.2019.05.025,31204103.0,False
5B71,"Long lasting neutralization of C5 by SKY59, a novel recycling antibody, is a potential therapy for complement-mediated diseases.",Sci Rep,"['Fukuzawa, T.', 'Sampei, Z.', 'Haraya, K.', 'Ruike, Y.', 'Shida-Kawazoe, M.', 'Shimizu, Y.', 'Gan, S.W.', 'Irie, M.', 'Tsuboi, Y.', 'Tai, H.', 'Sakiyama, T.', 'Sakamoto, A.', 'Ishii, S.', 'Maeda, A.', 'Iwayanagi, Y.', 'Shibahara, N.', 'Shibuya, M.', 'Nakamura, G.', 'Nambu, T.', 'Hayasaka, A.', 'Mimoto, F.', 'Okura, Y.', 'Hori, Y.', 'Habu, K.', 'Wada, M.', 'Miura, T.', 'Tachibana, T.', 'Honda, K.', 'Tsunoda, H.', 'Kitazawa, T.', 'Kawabe, Y.', 'Igawa, T.', 'Hattori, K.', 'Nezu, J.']",10.1038/s41598-017-01087-7,28439081.0,False
12E8,Structure of a monoclonal 2E8 Fab antibody fragment specific for the low-density lipoprotein-receptor binding region of apolipoprotein E refined at 1.9 A.,"Acta Crystallogr.,Sect.D","['Trakhanov, S.', 'Parkin, S.', 'Raffai, R.', 'Milne, R.', 'Newhouse, Y.M.', 'Weisgraber, K.H.', 'Rupp, B.']",10.1107/S090744499800938X,10089402.0,False
5W9I,Immunogenicity and structures of a rationally designed prefusion MERS-CoV spike antigen.,Proc. Natl. Acad. Sci. U.S.A.,"['Pallesen, J.', 'Wang, N.', 'Corbett, K.S.', 'Wrapp, D.', 'Kirchdoerfer, R.N.', 'Turner, H.L.', 'Cottrell, C.A.', 'Becker, M.M.', 'Wang, L.', 'Shi, W.', 'Kong, W.P.', 'Andres, E.L.', 'Kettenbach, A.N.', 'Denison, M.R.', 'Chappell, J.D.', 'Graham, B.S.', 'Ward, A.B.', 'McLellan, J.S.']",10.1073/pnas.1707304114,28807998.0,False
5NST,The structure of a LAIR1-containing human antibody reveals a novel mechanism of antigen recognition.,Elife,"['Hsieh, F.L.', 'Higgins, M.K.']",10.7554/eLife.27311,28527239.0,False
6P9H,Human V H 1-69 Gene-Encoded Human Monoclonal Antibodies against Staphylococcus aureus IsdB Use at Least Three Distinct Modes of Binding To Inhibit Bacterial Growth and Pathogenesis.,Mbio,"['Bennett, M.R.', 'Dong, J.', 'Bombardi, R.G.', 'Soto, C.', 'Parrington, H.M.', 'Nargi, R.S.', 'Schoeder, C.T.', 'Nagel, M.B.', 'Schey, K.L.', 'Meiler, J.', 'Skaar, E.P.', 'Crowe Jr., J.E.']",10.1128/mBio.02473-19,31641091.0,False
1MRC,"Preparation, characterization and crystallization of an antibody Fab fragment that recognizes RNA. Crystal structures of native Fab and three Fab-mononucleotide complexes.",J.Mol.Biol.,"['Pokkuluri, P.R.', 'Bouthillier, F.', 'Li, Y.', 'Kuderova, A.', 'Lee, J.', 'Cygler, M.']",10.1006/jmbi.1994.1654,7523684.0,False
5IIE,Vaccine Elicitation of High Mannose-Dependent Neutralizing Antibodies against the V3-Glycan Broadly Neutralizing Epitope in Nonhuman Primates.,Cell Rep,"['Saunders, K.O.', 'Nicely, N.I.', 'Wiehe, K.', 'Bonsignori, M.', 'Meyerhoff, R.R.', 'Parks, R.', 'Walkowicz, W.E.', 'Aussedat, B.', 'Wu, N.R.', 'Cai, F.', 'Vohra, Y.', 'Park, P.K.', 'Eaton, A.', 'Go, E.P.', 'Sutherland, L.L.', 'Scearce, R.M.', 'Barouch, D.H.', 'Zhang, R.', 'Von Holle, T.', 'Overman, R.G.', 'Anasti, K.', 'Sanders, R.W.', 'Moody, M.A.', 'Kepler, T.B.', 'Korber, B.', 'Desaire, H.', 'Santra, S.', 'Letvin, N.L.', 'Nabel, G.J.', 'Montefiori, D.C.', 'Tomaras, G.D.', 'Liao, H.X.', 'Alam, S.M.', 'Danishefsky, S.J.', 'Haynes, B.F.']",10.1016/j.celrep.2017.02.003,28249163.0,False
5VN8,Open and closed structures reveal allostery and pliability in the HIV-1 envelope spike.,Nature,"['Ozorowski, G.', 'Pallesen, J.', 'de Val, N.', 'Lyumkis, D.', 'Cottrell, C.A.', 'Torres, J.L.', 'Copps, J.', 'Stanfield, R.L.', 'Cupo, A.', 'Pugach, P.', 'Moore, J.P.', 'Wilson, I.A.', 'Ward, A.B.']",10.1038/nature23010,28700571.0,False
6N35,Antibody domain exchange is an immunological solution to carbohydrate cluster recognition.,Science,"['Calarese, D.A.', 'Scanlan, C.N.', 'Zwick, M.B.', 'Deechongkit, S.', 'Mimura, Y.', 'Kunert, R.', 'Zhu, P.', 'Wormald, M.R.', 'Stanfield, R.L.', 'Roux, K.H.', 'Kelly, J.W.', 'Rudd, P.M.', 'Dwek, R.A.', 'Katinger, H.', 'Burton, D.R.', 'Wilson, I.A.']",10.1126/science.1083182,12829775.0,False
6UM6,Targeted selection of HIV-specific antibody mutations by engineering B cell maturation.,Science,"['Saunders, K.O.', 'Wiehe, K.', 'Tian, M.', 'Acharya, P.', 'Bradley, T.', 'Alam, S.M.', 'Go, E.P.', 'Scearce, R.', 'Sutherland, L.', 'Henderson, R.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Chen, H.', 'Lu, X.', 'Wu, N.R.', 'Watts, B.', 'Jiang, C.', 'Easterhoff, D.', 'Cheng, H.L.', 'McGovern, K.', 'Waddicor, P.', 'Chapdelaine-Williams, A.', 'Eaton, A.', 'Zhang, J.', 'Rountree, W.', 'Verkoczy, L.', 'Tomai, M.', 'Lewis, M.G.', 'Desaire, H.R.', 'Edwards, R.J.', 'Cain, D.W.', 'Bonsignori, M.', 'Montefiori, D.', 'Alt, F.W.', 'Haynes, B.F.']",10.1126/science.aay7199,31806786.0,False
6VTU,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,Cell,"['Williams, W.B.', 'Meyerhoff, R.R.', 'Edwards, R.J.', 'Li, H.', 'Manne, K.', 'Nicely, N.I.', 'Henderson, R.', 'Zhou, Y.', 'Janowska, K.', 'Mansouri, K.', 'Gobeil, S.', 'Evangelous, T.', 'Hora, B.', 'Berry, M.', 'Abuahmad, A.Y.', 'Sprenz, J.', 'Deyton, M.', 'Stalls, V.', 'Kopp, M.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Stewart-Jones, G.B.E.', 'Lee, M.S.', 'Bronkema, N.', 'Moody, M.A.', 'Wiehe, K.', 'Bradley, T.', 'Alam, S.M.', 'Parks, R.J.', 'Foulger, A.', 'Oguin, T.', 'Sempowski, G.D.', 'Bonsignori, M.', 'LaBranche, C.C.', 'Montefiori, D.C.', 'Seaman, M.', 'Santra, S.', 'Perfect, J.', 'Francica, J.R.', 'Lynn, G.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Laga, R.', 'Kelsoe, G.', 'Saunders, K.O.', 'Fera, D.', 'Kwong, P.D.', 'Seder, R.A.', 'Bartesaghi, A.', 'Shaw, G.M.', 'Acharya, P.', 'Haynes, B.F.']",10.1016/j.cell.2021.04.042,34019795.0,True
6XRJ,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,Cell,"['Williams, W.B.', 'Meyerhoff, R.R.', 'Edwards, R.J.', 'Li, H.', 'Manne, K.', 'Nicely, N.I.', 'Henderson, R.', 'Zhou, Y.', 'Janowska, K.', 'Mansouri, K.', 'Gobeil, S.', 'Evangelous, T.', 'Hora, B.', 'Berry, M.', 'Abuahmad, A.Y.', 'Sprenz, J.', 'Deyton, M.', 'Stalls, V.', 'Kopp, M.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Stewart-Jones, G.B.E.', 'Lee, M.S.', 'Bronkema, N.', 'Moody, M.A.', 'Wiehe, K.', 'Bradley, T.', 'Alam, S.M.', 'Parks, R.J.', 'Foulger, A.', 'Oguin, T.', 'Sempowski, G.D.', 'Bonsignori, M.', 'LaBranche, C.C.', 'Montefiori, D.C.', 'Seaman, M.', 'Santra, S.', 'Perfect, J.', 'Francica, J.R.', 'Lynn, G.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Laga, R.', 'Kelsoe, G.', 'Saunders, K.O.', 'Fera, D.', 'Kwong, P.D.', 'Seder, R.A.', 'Bartesaghi, A.', 'Shaw, G.M.', 'Acharya, P.', 'Haynes, B.F.']",10.1016/j.cell.2021.04.042,34019795.0,True
7L6M,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,Cell,"['Williams, W.B.', 'Meyerhoff, R.R.', 'Edwards, R.J.', 'Li, H.', 'Manne, K.', 'Nicely, N.I.', 'Henderson, R.', 'Zhou, Y.', 'Janowska, K.', 'Mansouri, K.', 'Gobeil, S.', 'Evangelous, T.', 'Hora, B.', 'Berry, M.', 'Abuahmad, A.Y.', 'Sprenz, J.', 'Deyton, M.', 'Stalls, V.', 'Kopp, M.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Stewart-Jones, G.B.E.', 'Lee, M.S.', 'Bronkema, N.', 'Moody, M.A.', 'Wiehe, K.', 'Bradley, T.', 'Alam, S.M.', 'Parks, R.J.', 'Foulger, A.', 'Oguin, T.', 'Sempowski, G.D.', 'Bonsignori, M.', 'LaBranche, C.C.', 'Montefiori, D.C.', 'Seaman, M.', 'Santra, S.', 'Perfect, J.', 'Francica, J.R.', 'Lynn, G.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Laga, R.', 'Kelsoe, G.', 'Saunders, K.O.', 'Fera, D.', 'Kwong, P.D.', 'Seder, R.A.', 'Bartesaghi, A.', 'Shaw, G.M.', 'Acharya, P.', 'Haynes, B.F.']",10.1016/j.cell.2021.04.042,34019795.0,True
7LU9,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,Cell,"['Williams, W.B.', 'Meyerhoff, R.R.', 'Edwards, R.J.', 'Li, H.', 'Manne, K.', 'Nicely, N.I.', 'Henderson, R.', 'Zhou, Y.', 'Janowska, K.', 'Mansouri, K.', 'Gobeil, S.', 'Evangelous, T.', 'Hora, B.', 'Berry, M.', 'Abuahmad, A.Y.', 'Sprenz, J.', 'Deyton, M.', 'Stalls, V.', 'Kopp, M.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Stewart-Jones, G.B.E.', 'Lee, M.S.', 'Bronkema, N.', 'Moody, M.A.', 'Wiehe, K.', 'Bradley, T.', 'Alam, S.M.', 'Parks, R.J.', 'Foulger, A.', 'Oguin, T.', 'Sempowski, G.D.', 'Bonsignori, M.', 'LaBranche, C.C.', 'Montefiori, D.C.', 'Seaman, M.', 'Santra, S.', 'Perfect, J.', 'Francica, J.R.', 'Lynn, G.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Laga, R.', 'Kelsoe, G.', 'Saunders, K.O.', 'Fera, D.', 'Kwong, P.D.', 'Seder, R.A.', 'Bartesaghi, A.', 'Shaw, G.M.', 'Acharya, P.', 'Haynes, B.F.']",10.1016/j.cell.2021.04.042,34019795.0,True
7LUA,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,Cell,"['Williams, W.B.', 'Meyerhoff, R.R.', 'Edwards, R.J.', 'Li, H.', 'Manne, K.', 'Nicely, N.I.', 'Henderson, R.', 'Zhou, Y.', 'Janowska, K.', 'Mansouri, K.', 'Gobeil, S.', 'Evangelous, T.', 'Hora, B.', 'Berry, M.', 'Abuahmad, A.Y.', 'Sprenz, J.', 'Deyton, M.', 'Stalls, V.', 'Kopp, M.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Stewart-Jones, G.B.E.', 'Lee, M.S.', 'Bronkema, N.', 'Moody, M.A.', 'Wiehe, K.', 'Bradley, T.', 'Alam, S.M.', 'Parks, R.J.', 'Foulger, A.', 'Oguin, T.', 'Sempowski, G.D.', 'Bonsignori, M.', 'LaBranche, C.C.', 'Montefiori, D.C.', 'Seaman, M.', 'Santra, S.', 'Perfect, J.', 'Francica, J.R.', 'Lynn, G.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Laga, R.', 'Kelsoe, G.', 'Saunders, K.O.', 'Fera, D.', 'Kwong, P.D.', 'Seder, R.A.', 'Bartesaghi, A.', 'Shaw, G.M.', 'Acharya, P.', 'Haynes, B.F.']",10.1016/j.cell.2021.04.042,34019795.0,True
1RZF,Structural basis of tyrosine sulfation and VH-gene usage in antibodies that recognize the HIV type 1 coreceptor-binding site on gp120,Proc.Natl.Acad.Sci.USA,"['Huang, C.C.', 'Venturi, M.', 'Majeed, S.', 'Moore, M.J.', 'Phogat, S.', 'Zhang, M.-Y.', 'Dimitrov, D.S.', 'Hendrickson, W.A.', 'Robinson, J.', 'Sodroski, J.', 'Wyatt, R.', 'Choe, H.', 'Farzan, M.', 'Kwong, P.D.']",10.1073/pnas.0308527100,14981267.0,False
1RZI,Structural basis of tyrosine sulfation and VH-gene usage in antibodies that recognize the HIV type 1 coreceptor-binding site on gp120,Proc.Natl.Acad.Sci.USA,"['Huang, C.C.', 'Venturi, M.', 'Majeed, S.', 'Moore, M.J.', 'Phogat, S.', 'Zhang, M.-Y.', 'Dimitrov, D.S.', 'Hendrickson, W.A.', 'Robinson, J.', 'Sodroski, J.', 'Wyatt, R.', 'Choe, H.', 'Farzan, M.', 'Kwong, P.D.']",10.1073/pnas.0308527100,14981267.0,False
3LH2,Computational Design of Epitope-Scaffolds Allows Induction of Antibodies Specific for a Poorly Immunogenic HIV Vaccine Epitope.,Structure,"['Correia, B.E.', 'Ban, Y.E.', 'Holmes, M.A.', 'Xu, H.', 'Ellingson, K.', 'Kraft, Z.', 'Carrico, C.', 'Boni, E.', 'Sather, D.N.', 'Zenobia, C.', 'Burke, K.Y.', 'Bradley-Hewitt, T.', 'Bruhn-Johannsen, J.F.', 'Kalyuzhniy, O.', 'Baker, D.', 'Strong, R.K.', 'Stamatatos, L.', 'Schief, W.R.']",10.1016/j.str.2010.06.010,20826338.0,False
3LHP,Computational Design of Epitope-Scaffolds Allows Induction of Antibodies Specific for a Poorly Immunogenic HIV Vaccine Epitope.,Structure,"['Correia, B.E.', 'Ban, Y.E.', 'Holmes, M.A.', 'Xu, H.', 'Ellingson, K.', 'Kraft, Z.', 'Carrico, C.', 'Boni, E.', 'Sather, D.N.', 'Zenobia, C.', 'Burke, K.Y.', 'Bradley-Hewitt, T.', 'Bruhn-Johannsen, J.F.', 'Kalyuzhniy, O.', 'Baker, D.', 'Strong, R.K.', 'Stamatatos, L.', 'Schief, W.R.']",10.1016/j.str.2010.06.010,20826338.0,False
4JDT,Structural basis for HIV-1 gp120 recognition by a germ-line version of a broadly neutralizing antibody.,Proc.Natl.Acad.Sci.USA,"['Scharf, L.', 'West, A.P.', 'Gao, H.', 'Lee, T.', 'Scheid, J.F.', 'Nussenzweig, M.C.', 'Bjorkman, P.J.', 'Diskin, R.']",10.1073/pnas.1303682110,23524883.0,False
4M8Q,Ontogeny of Recognition Specificity and Functionality for the Broadly Neutralizing Anti-HIV Antibody 4E10.,Plos Pathog.,"['Finton, K.A.', 'Friend, D.', 'Jaffe, J.', 'Gewe, M.', 'Holmes, M.A.', 'Larman, H.B.', 'Stuart, A.', 'Larimore, K.', 'Greenberg, P.D.', 'Elledge, S.J.', 'Stamatatos, L.', 'Strong, R.K.']",10.1371/journal.ppat.1004403,25254371.0,False
5ANM,A Novel Ige-Neutralizing Antibody for the Treatment of Severe Uncontrolled Asthma.,Mabs,"['Cohen, E.S.', 'Dobson, C.L.', 'Kack, H.', 'Wang, B.', 'Sims, D.A.', 'Lloyd, C.O.', 'England, E.', 'Rees, D.G.', 'Guo, H.', 'Karagiannis, S.N.', ""O'Brien, S."", 'Persdotter, S.', 'Ekdahl, H.', 'Butler, R.', 'Keyes, F.', 'Oakley, S.', 'Carlsson, M.', 'Briend, E.', 'Wilkinson, T.', 'Anderson, I.K.', 'Monk, P.D.', 'Von Wachenfeldt, K.', 'Eriksson, P.F.', 'Gould, H.J.', 'Vaughan, T.J.', 'May, R.D.']",10.4161/MABS.28394,24583620.0,False
7M6E,B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.,Cell,"['Scheid, J.F.', 'Barnes, C.O.', 'Eraslan, B.', 'Hudak, A.', 'Keeffe, J.R.', 'Cosimi, L.A.', 'Brown, E.M.', 'Muecksch, F.', 'Weisblum, Y.', 'Zhang, S.', 'Delorey, T.', 'Woolley, A.E.', 'Ghantous, F.', 'Park, S.M.', 'Phillips, D.', 'Tusi, B.', 'Huey-Tubman, K.E.', 'Cohen, A.A.', 'Gnanapragasam, P.N.P.', 'Rzasa, K.', 'Hatziioanno, T.', 'Durney, M.A.', 'Gu, X.', 'Tada, T.', 'Landau, N.R.', 'West Jr., A.P.', 'Rozenblatt-Rosen, O.', 'Seaman, M.S.', 'Baden, L.R.', 'Graham, D.B.', 'Deguine, J.', 'Bieniasz, P.D.', 'Regev, A.', 'Hung, D.', 'Bjorkman, P.J.', 'Xavier, R.J.']",10.1016/j.cell.2021.04.032,34015271.0,True
7M6I,B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.,Cell,"['Scheid, J.F.', 'Barnes, C.O.', 'Eraslan, B.', 'Hudak, A.', 'Keeffe, J.R.', 'Cosimi, L.A.', 'Brown, E.M.', 'Muecksch, F.', 'Weisblum, Y.', 'Zhang, S.', 'Delorey, T.', 'Woolley, A.E.', 'Ghantous, F.', 'Park, S.M.', 'Phillips, D.', 'Tusi, B.', 'Huey-Tubman, K.E.', 'Cohen, A.A.', 'Gnanapragasam, P.N.P.', 'Rzasa, K.', 'Hatziioanno, T.', 'Durney, M.A.', 'Gu, X.', 'Tada, T.', 'Landau, N.R.', 'West Jr., A.P.', 'Rozenblatt-Rosen, O.', 'Seaman, M.S.', 'Baden, L.R.', 'Graham, D.B.', 'Deguine, J.', 'Bieniasz, P.D.', 'Regev, A.', 'Hung, D.', 'Bjorkman, P.J.', 'Xavier, R.J.']",10.1016/j.cell.2021.04.032,34015271.0,True
5W9J,Immunogenicity and structures of a rationally designed prefusion MERS-CoV spike antigen.,Proc. Natl. Acad. Sci. U.S.A.,"['Pallesen, J.', 'Wang, N.', 'Corbett, K.S.', 'Wrapp, D.', 'Kirchdoerfer, R.N.', 'Turner, H.L.', 'Cottrell, C.A.', 'Becker, M.M.', 'Wang, L.', 'Shi, W.', 'Kong, W.P.', 'Andres, E.L.', 'Kettenbach, A.N.', 'Denison, M.R.', 'Chappell, J.D.', 'Graham, B.S.', 'Ward, A.B.', 'McLellan, J.S.']",10.1073/pnas.1707304114,28807998.0,False
5GGV,Structural basis of checkpoint blockade by monoclonal antibodies in cancer immunotherapy,Nat Commun,"['Lee, J.Y.', 'Lee, H.T.', 'Shin, W.', 'Chae, J.', 'Choi, J.', 'Kim, S.H.', 'Lim, H.', 'Won Heo, T.', 'Park, K.Y.', 'Lee, Y.J.', 'Ryu, S.E.', 'Son, J.Y.', 'Lee, J.U.', 'Heo, Y.S.']",10.1038/ncomms13354,27796306.0,False
5TRU,Structural basis for cancer immunotherapy by the first-in-class checkpoint inhibitor ipilimumab.,Proc. Natl. Acad. Sci. U.S.A.,"['Ramagopal, U.A.', 'Liu, W.', 'Garrett-Thomson, S.C.', 'Bonanno, J.B.', 'Yan, Q.', 'Srinivasan, M.', 'Wong, S.C.', 'Bell, A.', 'Mankikar, S.', 'Rangan, V.S.', 'Deshpande, S.', 'Korman, A.J.', 'Almo, S.C.']",10.1073/pnas.1617941114,28484017.0,False
6PPG,Dissecting the molecular basis of high viscosity of monospecific and bispecific IgG antibodies.,Mabs,"['Tilegenova, C.', 'Izadi, S.', 'Yin, J.', 'Huang, C.S.', 'Wu, J.', 'Ellerman, D.', 'Hymowitz, S.G.', 'Walters, B.', 'Salisbury, C.', 'Carter, P.J.']",10.1080/19420862.2019.1692764,31779513.0,False
7M51,Structural basis for broad coronavirus neutralization.,Nat.Struct.Mol.Biol.,"['Sauer, M.M.', 'Tortorici, M.A.', 'Park, Y.J.', 'Walls, A.C.', 'Homad, L.', 'Acton, O.J.', 'Bowen, J.E.', 'Wang, C.', 'Xiong, X.', 'de van der Schueren, W.', 'Quispe, J.', 'Hoffstrom, B.G.', 'Bosch, B.J.', 'McGuire, A.T.', 'Veesler, D.']",10.1038/s41594-021-00596-4,33981021.0,True
7M52,Structural basis for broad coronavirus neutralization.,Nat.Struct.Mol.Biol.,"['Sauer, M.M.', 'Tortorici, M.A.', 'Park, Y.J.', 'Walls, A.C.', 'Homad, L.', 'Acton, O.J.', 'Bowen, J.E.', 'Wang, C.', 'Xiong, X.', 'de van der Schueren, W.', 'Quispe, J.', 'Hoffstrom, B.G.', 'Bosch, B.J.', 'McGuire, A.T.', 'Veesler, D.']",10.1038/s41594-021-00596-4,33981021.0,True
6TCN,Engineering the Fab fragment of the anti-IgE omalizumab to prevent Fab crystallization and permit IgE-Fc complex crystallization.,"Acta Crystallogr.,Sect.F","['Mitropoulou, A.N.', 'Ceska, T.', 'Heads, J.T.', 'Beavil, A.J.', 'Henry, A.J.', 'McDonnell, J.M.', 'Sutton, B.J.', 'Davies, A.M.']",10.1107/S2053230X20001466,32133997.0,False
7CR5,A SARS-CoV-2 antibody curbs viral nucleocapsid protein-induced complement hyperactivation.,Nat Commun,"['Kang, S.', 'Yang, M.', 'He, S.', 'Wang, Y.', 'Chen, X.', 'Chen, Y.Q.', 'Hong, Z.', 'Liu, J.', 'Jiang, G.', 'Chen, Q.', 'Zhou, Z.', 'Zhou, Z.', 'Huang, Z.', 'Huang, X.', 'He, H.', 'Zheng, W.', 'Liao, H.X.', 'Xiao, F.', 'Shan, H.', 'Chen, S.']",10.1038/s41467-021-23036-9,33976229.0,True
