doi,title,journal,authors,date,source,pmid,pmc,genbank,pdb,accession,protein,nucleotide,geninfo,refseq
10.1126/science.aad1283,An orthopoxvirus-based vaccine reduces virus excretion after MERS-CoV infection in dromedary camels.,"Science (New York, N.Y.)","['Haagmans, B.L.', 'Brand, J.M.A.', 'Raj, V.S.', 'Volz, A.', 'Wohlsein, P.', 'Smits, S.L.', 'Schipper, D.', 'Bestebroer, T.M.', 'Okba, N.', 'Fux, R.', 'Bensaid, A.', 'Foz, D.S.', 'Kuiken, T.', 'Baumg, W.', 'Segal, J.', 'Sutter, G.', 'Osterhaus, A.D.M.E.']",2015-12-19,pubmed,26678878,,True,False,False,True,True,False,False
10.1016/j.virusres.2009.01.005,SARS coronavirus spike protein-induced innate immune response occurs via activation of the NF-kappaB pathway in human monocyte macrophages in vitro.,Virus research,"['Dosch, S.F.', 'Mahajan, S.D.', 'Collins, A.R.']",2009-02-03,pubmed,19185596,2699111,True,True,True,True,True,False,True
10.1101/2021.02.09.430451,A novel antibody against the furin cleavage site of SARS-CoV-2 spike protein: effects on proteolytic cleavage and ACE2 binding,bioRxiv : the preprint server for biology,"['Spelios, M.G.', 'Capanelli, J.M.', 'Li, A.W.']",2021-02-09,biorxiv,,,False,False,False,True,False,False,False
10.1155/2020/9465398,Generation of Chicken IgY against SARS-COV-2 Spike Protein and Epitope Mapping.,Journal of immunology research,"['Lu, Y.', 'Wang, Y.', 'Zhang, Z.', 'Huang, J.', 'Yao, M.', 'Huang, G.', 'Ge, Y.', 'Zhang, P.', 'Huang, H.', 'Wang, Y.', 'Li, H.', 'Wang, W.']",2020-11-03,pubmed,33134398,7568776,True,True,False,True,True,False,False
10.1002/ajh.26263,Covid-19 vaccination in patients with multiple myeloma: Focus on immune response.,American journal of hematology,"['Ludwig, H.', 'San-Miguel, J.', 'Munshi, N.', 'Sonneveld, P.', 'Mateos, M.V.', 'Moreau, P.', 'Terpos, E.']",2021-06-01,pubmed,34057243,8212086,False,True,False,True,True,False,False
10.1007/s12026-021-09224-1,COVID-19: the CaMKII-like system of S protein drives membrane fusion and induces syncytial multinucleated giant cells.,Immunologic research,"['Wenzhong, L.', 'Hualan, L.']",2021-08-20,pubmed,34410575,8374125,False,True,False,True,True,False,False
10.1099/0022-1317-81-12-2867,Functional analysis of an epitope in the S2 subunit of the murine coronavirus spike protein: involvement in fusion activity.,The Journal of general virology,"['Taguchi, F.', 'Shimazaki, Y.K.']",2000-11-22,pubmed,11086117,,False,False,False,True,True,False,False
10.1006/viro.1997.8446,Identification of a contiguous 6-residue determinant in the MHV receptor that controls the level of virion binding to cells.,Virology,"['Rao, P.V.', 'Kumari, S.', 'Gallagher, T.M.']",1997-03-17,pubmed,9126247,7131040,False,True,False,True,True,False,False
10.3390/ijms21186702,"Host Synthesized Carbohydrate Antigens on Viral Glycoproteins as ""Achilles' Heel"" of Viruses Contributing to Anti-Viral Immune Protection.",International journal of molecular sciences,"['Galili, U.']",2020-09-17,pubmed,32933166,7555091,False,True,True,True,True,False,False
10.1001/jamaneurol.2021.3599,Humoral and T-Cell Response to SARS-CoV-2 Vaccination in Patients With Multiple Sclerosis Treated With Ocrelizumab.,JAMA neurology,"['Brill, L.', 'Rechtman, A.', 'Zveik, O.', 'Haham, N.', 'Oiknine-Djian, E.', 'Wolf, D.G.', 'Levin, N.', 'Raposo, C.', 'Vaknin-Dembinsky, A.']",2021-09-24,pubmed,34554197,8461553,False,True,False,True,True,False,False
10.1101/2020.08.17.254375,Potent neutralizing equine antibodies raised against recombinant SARS-CoV-2 spike protein for COVID-19 passive immunization therapy,bioRxiv : the preprint server for biology,"['Cunha, L.E.R.', 'Stolet, A.A.', 'Strauch, M.A.', 'Pereira, V.A.R.', 'Dumard, C.H.', 'Gomes, A.M.O.', 'Souza, P.N.C.', 'Fonseca, J.G.', 'Pontes, F.E.', 'Meirelles, L.G.R.', 'Albuquerque, J.W.M.', 'Sacramento, C.Q.', 'Fintelman-Rodrigues, N.', 'Lima, T.M.', 'Alvim, R.G.F.', 'Marsili, F.F.', 'Caldeira, M.M.', 'Higa, L.M.', 'Monteiro, F.L.', 'Zingali, R.', 'Oliveira, G.A.P.', 'Souza, T.M.L.', 'Tanuri, A.', 'Oliveira, A.C.', 'Guedes, H.L.M.', 'Castilho, L.R.', 'Silva, J.L.']",2020-11-11,biorxiv,,,True,False,False,True,False,False,False
10.1038/s41467-021-24579-7,Immune responses to a single dose of the AZD1222/Covishield vaccine in health care workers.,Nature communications,"['Jeewandara, C.', 'Kamaladasa, A.', 'Pushpakumara, P.D.', 'Jayathilaka, D.', 'Aberathna, I.S.', 'Danasekara, D.R.S.R.', 'Guruge, D.', 'Ranasinghe, T.', 'Dayarathna, S.', 'Pathmanathan, T.', 'Somathilake, G.', 'Madhusanka, P.A.D.', 'Ramu, S.T.', 'Jayadas, T.T.P.', 'Kuruppu, H.', 'Wijesinghe, A.', 'Nimasha, H.M.T.', 'Milroy, D.', 'Nandasena, A.A.', 'Sanjeewani, P.K.G.N.', 'Wijayamuni, R.', 'Samaraweera, S.', 'Schimanski, L.', 'Tan, T.K.', 'Dong, T.', 'Ogg, G.S.', 'Townsend, A.', 'Malavige, G.N.']",2021-07-31,pubmed,34326317,8322137,False,True,False,True,True,False,False
10.3390/v9050121,Evaluation and Comparison of the Pathogenicity and Host Immune Responses Induced by a G2b Taiwan Porcine Epidemic Diarrhea Virus (Strain Pintung 52) and Its Highly Cell-Culture Passaged Strain in Conventional 5-Week-Old Pigs.,Viruses,"['Chang, Y.', 'Kao, C.', 'Chang, C.', 'Jeng, C.', 'Tsai, P.', 'Pang, V.F.', 'Chiou, H.', 'Peng, J.', 'Cheng, I.', 'Chang, H.']",2017-05-24,pubmed,28534849,5454433,True,True,True,True,True,False,False
10.1093/infdis/jiaa784,Role of Immunoglobulin M and A Antibodies in the Neutralization of Severe Acute Respiratory Syndrome Coronavirus 2.,The Journal of infectious diseases,"['Klingler, J.', 'Weiss, S.', 'Itri, V.', 'Liu, X.', 'Oguntuyo, K.Y.', 'Stevens, C.', 'Ikegame, S.', 'Hung, C.', 'Enyindah-Asonye, G.', 'Amanat, F.', 'Baine, I.', 'Arinsburg, S.', 'Bandres, J.C.', 'Kojic, E.M.', 'Stoever, J.', 'Jurczyszak, D.', 'Bermudez-Gonzalez, M.', 'N, A.', 'Liu, S.', 'Lee, B.', 'Zolla-Pazner, S.', 'Hioe, C.E.']",2020-12-29,pubmed,33367897,7798948,False,True,False,True,True,False,False
10.1007/978-1-59745-181-9_22,Identification of sugar residues involved in the binding of TGEV to porcine brush border membranes.,"Methods in molecular biology (Clifton, N.J.)","['Schwegmann-Wessels, C.', 'Herrler, G.']",2008-12-06,pubmed,19057868,7122611,False,True,False,True,True,False,False
10.1101/2022.01.19.476892,Molecular basis of broad neutralization against SARS-CoV-2 variants including Omicron by a human antibody,bioRxiv : the preprint server for biology,"['Zhang, Z.', 'Ju, B.', 'Zheng, Q.', 'Guo, H.', 'Fan, Q.', 'Li, T.', 'Song, S.', 'Sun, H.', 'Shen, S.', 'Zhou, X.', 'Cheng, L.', 'Xue, W.', 'Cui, L.', 'Zhou, B.', 'Ge, X.', 'Wang, H.', 'Wang, M.', 'Li, S.', 'Xia, N.']",2022-01-20,biorxiv,,,False,True,True,True,False,False,False
10.1016/j.gene.2021.146113,A comprehensive overview of identified mutations in SARS CoV-2 spike glycoprotein among Iranian patients.,Gene,"['Eslami, S.', 'Glassy, M.C.', 'Ghafouri-Fard, S.']",2021-12-14,pubmed,34896524,8656178,True,True,True,True,True,False,True
10.1126/sciadv.abl7682,Rapid test to assess the escape of SARS-CoV-2 variants of concern.,Science advances,"['Heggestad, J.T.', 'Britton, R.J.', 'Kinnamon, D.S.', 'Wall, S.A.', 'Joh, D.Y.', 'Hucknall, A.M.', 'Olson, L.B.', 'Anderson, J.G.', 'Mazur, A.', 'Wolfe, C.R.', 'Oguin, T.H.', 'Sullenger, B.A.', 'Burke, T.W.', 'Kraft, B.D.', 'Sempowski, G.D.', 'Woods, C.W.', 'Chilkoti, A.']",2021-12-04,pubmed,34860546,8641938,False,True,False,True,True,False,False
10.1371/journal.pbio.3001384,Vaccination with SARS-CoV-2 variants of concern protects mice from challenge with wild-type virus.,PLoS biology,"['Amanat, F.', 'Strohmeier, S.', 'Meade, P.S.', 'Dambrauskas, N.', 'M, B.', 'Smith, D.J.', 'Vigdorovich, V.', 'Sather, D.N.', 'Coughlan, L.', 'Krammer, F.']",2021-12-17,pubmed,34914685,8758087,False,True,False,True,True,False,False
10.1111/bjh.17918,Immunogenicity and safety of the BNT162b2 mRNA COVID-19 vaccine in haematopoietic stem cell transplantation recipients.,British journal of haematology,"['Shem-Tov, N.', 'Yerushalmi, R.', 'Danylesko, I.', 'Litachevsky, V.', 'Levy, I.', 'Olmer, L.', 'Lusitg, Y.', 'Avigdor, A.', 'Nagler, A.', 'Shimoni, A.', 'Rahav, G.']",2021-10-30,pubmed,34713441,8652777,False,True,False,True,True,False,False
10.1101/2020.05.19.104117,Human IgG neutralizing monoclonal antibodies block SARS-CoV-2 infection,bioRxiv : the preprint server for biology,"['Wan, J.', 'Xing, S.', 'Ding, L.', 'Wang, Y.', 'Zhu, D.', 'Rong, B.', 'Wang, S.', 'Chen, K.', 'He, C.', 'Yuan, S.', 'Qiu, C.', 'Zhao, C.', 'Zhang, X.', 'Wang, X.', 'Lu, Y.', 'Xu, J.', 'Lan, F.']",2020-05-28,biorxiv,,,False,False,False,True,False,False,False
10.1101/2020.04.10.036533,Structural interactions between pandemic SARS-CoV-2 spike glycoprotein and human Furin protease,bioRxiv : the preprint server for biology,"['Vankadari, N.']",2020-04-12,biorxiv,,,False,True,False,True,False,False,False
10.1016/j.jcv.2021.104933,Stability of SARS-CoV-2 IgG in multiple laboratory conditions and blood sample types.,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,"['Kanji, J.N.', 'Bailey, A.', 'Fenton, J.', 'Lindsay, L.R.', 'Dibernardo, A.', 'Toledo, N.P.', 'Waitt, B.', 'Lecocq, N.', 'Osiowy, C.', 'Giles, E.', 'Day, J.', 'Stokes, W.', 'Donald, C.M.', 'Turnbull, L.A.', 'Charlton, C.']",2021-08-08,pubmed,34364133,8310571,False,True,False,True,True,False,False
10.1371/journal.pone.0027406,Construction and characterization of single-chain variable fragment antibody library derived from germline rearranged immunoglobulin variable genes.,PloS one,"['Cheng, M.', 'Chan, S.Y.W.', 'Zhao, Q.', 'Chan, E.Y.M.', 'Au, S.W.N.', 'Lee, S.S.T.', 'Cheung, W.']",2011-11-19,pubmed,22096568,3214059,False,True,False,True,True,False,False
10.1016/j.transci.2020.102804,"Covid-19, induced activation of hemostasis, and immune reactions: Can an auto-immune reaction contribute to the delayed severe complications observed in some patients?",Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis,"['Amiral, J.', 'Vissac, A.M.', 'Seghatchian, J.']",2020-05-11,pubmed,32387238,7252011,False,True,False,True,True,False,False
10.1016/j.xcrm.2021.100420,Intradermal-delivered DNA vaccine induces durable immunity mediating a reduction in viral load in a rhesus macaque SARS-CoV-2 challenge model.,Cell reports. Medicine,"['Patel, A.', 'Walters, J.N.', 'Reuschel, E.L.', 'Schultheis, K.', 'Parzych, E.', 'Gary, E.N.', 'Maricic, I.', 'Purwar, M.', 'Eblimit, Z.', 'Walker, S.N.', 'Guimet, D.', 'Bhojnagarwala, P.', 'Adeniji, O.S.', 'Doan, A.', 'Xu, Z.', 'Elwood, D.', 'Reeder, S.M.', 'Pessaint, L.', 'Kim, K.Y.', 'Cook, A.', 'Chokkalingam, N.', 'Finneyfrock, B.', 'Tello-Ruiz, E.', 'Dodson, A.', 'Choi, J.', 'Generotti, A.', 'Harrison, J.', 'Tursi, N.J.', 'Andrade, V.M.', 'Dia, Y.', 'Zaidi, F.I.', 'Andersen, H.', 'Abdel-Mohsen, M.', 'Lewis, M.G.', 'Muthumani, K.', 'Kim, J.J.', 'Kulp, D.W.', 'Humeau, L.M.', 'Ramos, S.J.', 'Smith, T.R.F.', 'Weiner, D.B.', 'Broderick, K.E.']",2021-10-05,pubmed,34604818,8479327,False,True,False,True,True,False,False
10.1128/spectrum.02702-21,Comparative 6-Month Wild-Type and Delta-Variant Antibody Levels and Surrogate Neutralization for Adults Vaccinated with BNT162b2 versus mRNA-1273.,Microbiology spectrum,"['Grunau, B.', 'Golding, L.', 'Prusinkiewicz, M.A.', 'Asamoah-Boaheng, M.', 'Armour, R.', 'Marquez, A.C.', 'Jassem, A.N.', 'Barakauskas, V.', 'Brien, S.F.O.', 'Drews, S.J.', 'Haig, S.', 'Lavoie, P.M.', 'Goldfarb, D.M.']",2022-03-08,pubmed,35254166,,False,False,False,True,False,False,False
10.1038/s41551-020-00605-9,Fast-and-fit vaccines.,Nature biomedical engineering,[],2020-08-08,pubmed,32760006,,False,False,False,True,False,False,False
10.1002/smtd.202100058,Methods to Identify Immunogenic Peptides in SARS-CoV-2 Spike and Protective Monoclonal Antibodies in COVID-19 Patients.,Small methods,"['Li, L.', 'Gao, M.', 'Li, J.', 'Zu, S.', 'Wang, Y.', 'Chen, C.', 'Wan, D.', 'Duan, J.', 'Aliyari, R.', 'Wang, J.', 'Zhang, J.', 'Jin, Y.', 'Huang, W.', 'Jin, X.', 'Shi, M.', 'Wang, Y.', 'Qin, C.', 'Yang, H.', 'Cheng, G.']",2021-09-14,pubmed,34514088,8420616,True,True,True,True,True,False,False
10.1002/iub.2548,A decoy strategy to activate the immune system.,IUBMB life,"['Deshpande, M.S.', 'Banerjee, T.']",2021-08-30,pubmed,34455696,,False,False,False,True,False,False,False
10.1292/jvms.19-0436,Evaluation of serological assays available in a biosafety level 2 laboratory and their application for survey of Middle East respiratory syndrome coronavirus among livestock in Ethiopia.,The Journal of veterinary medical science,"['Teramichi, T.', 'Fukushi, S.', 'Hachiya, Y.', 'Melaku, S.K.', 'Oguma, K.', 'Sentsui, H.']",2019-11-07,pubmed,31685722,6943330,False,True,False,True,True,False,False
10.1080/22221751.2020.1823890,SARS-CoV-2 neutralizing antibody responses are more robust in patients with severe disease.,Emerging microbes & infections,"['Wang, P.', 'Liu, L.', 'Nair, M.S.', 'Yin, M.T.', 'Luo, Y.', 'Wang, Q.', 'Yuan, T.', 'Mori, K.', 'Solis, A.G.', 'Yamashita, M.', 'Garg, A.', 'Purpura, L.J.', 'Laracy, J.C.', 'Yu, J.', 'Joshua-Tor, L.', 'Sodroski, J.', 'Huang, Y.', 'Ho, D.D.']",2020-09-16,pubmed,32930052,7534308,False,True,False,True,True,False,False
10.1002/jmv.20499,Antibody responses against SARS coronavirus are correlated with disease outcome of infected individuals.,Journal of medical virology,"['Zhang, L.', 'Zhang, F.', 'Yu, W.', 'He, T.', 'Yu, J.', 'Yi, C.E.', 'Ba, L.', 'Li, W.', 'Farzan, M.', 'Chen, Z.', 'Yuen, K.', 'Ho, D.']",2005-11-22,pubmed,16299724,7166884,False,True,False,True,True,False,False
10.1515/cclm-2021-0313,Analytical and clinical performances of a SARS-CoV-2 S-RBD IgG assay: comparison with neutralization titers.,Clinical chemistry and laboratory medicine,"['Padoan, A.', 'Bonfante, F.', 'Cosma, C.', 'Chiara, C.D.', 'Sciacovelli, L.', 'Pagliari, M.', 'Bortolami, A.', 'Costenaro, P.', 'Musso, G.', 'Basso, D.', 'Giaquinto, C.', 'Plebani, M.']",2021-04-16,pubmed,33855843,,False,False,False,True,False,False,False
10.1128/JVI.00614-15,Protective Efficacy of Recombinant Modified Vaccinia Virus Ankara Delivering Middle East Respiratory Syndrome Coronavirus Spike Glycoprotein.,Journal of virology,"['Volz, A.', 'Kupke, A.', 'Song, F.', 'Jany, S.', 'Fux, R.', 'Shams-Eldin, H.', 'Schmidt, J.', 'Becker, C.', 'Eickmann, M.', 'Becker, S.', 'Sutter, G.']",2015-05-29,pubmed,26018172,4524222,False,True,False,True,True,False,False
10.1038/s41598-021-98709-y,Viral S protein histochemistry reveals few potential SARS-CoV-2 entry sites in human ocular tissues.,Scientific reports,"['Martin, G.', 'Wolf, J.', 'Lapp, T.', 'Agostini, H.T.', 'Schlunck, G.', 'Auw-H, C.', 'Lange, C.A.K.']",2021-09-29,pubmed,34580409,8476534,True,True,True,True,True,False,True
10.1101/2021.05.04.442701,SARS-CoV-2 cell-to-cell infection is resistant to neutralizing antibodies,bioRxiv : the preprint server for biology,"['Kruglova, N.', 'Siniavin, A.E.', 'Gushchin, V.A.', 'Mazurov, D.']",2021-05-05,biorxiv,,,False,False,False,True,False,False,False
10.1016/j.virol.2009.07.028,Human monoclonal antibodies to SARS-coronavirus inhibit infection by different mechanisms.,Virology,"['Coughlin, M.M.', 'Babcook, J.', 'Prabhakar, B.S.']",2009-09-15,pubmed,19748648,7111986,False,True,False,True,True,False,False
10.1101/2021.04.09.439154,Atypical N-glycosylation of SARS-CoV-2 impairs the efficient binding of Spike-RBM to the human-host receptor hACE2,bioRxiv : the preprint server for biology,"['Gamez, G.', 'Hermoso, J.A.', 'Carrasco-Lopez, C.', 'GomezMejia, A.', 'Muskus, C.', 'Hammerschmidt, S.']",2021-04-10,biorxiv,,,False,True,True,True,True,False,True
10.1101/2021.03.09.434641,A recombinant ACE2 Triple Decoy that traps and neutralizes SARS-CoV-2 shows enhanced affinity for highly transmissible SARS-CoV-2 variants,bioRxiv : the preprint server for biology,"['Tanaka, S.', 'Nelson, G.', 'Olson, A.', 'Buzko, O.', 'Higashide, W.', 'Shin, A.', 'Gonzales, M.', 'Taft, J.', 'Patel, R.S.', 'Buta, S.', 'Martin-Fernandez, M.', 'Bogunovic, D.S.', 'Spilman, P.R.', 'Niazi, K.', 'Rabizadeh, S.', 'Soon-Shiong, P.']",2021-03-09,biorxiv,,,False,True,False,True,False,False,False
10.3390/diagnostics11050832,Anti-SARS-CoV-2 Receptor-Binding Domain Total Antibodies Response in Seropositive and Seronegative Healthcare Workers Undergoing COVID-19 mRNA BNT162b2 Vaccination.,"Diagnostics (Basel, Switzerland)","['Salvagno, G.L.', 'Henry, B.M.', 'Piazza, G.', 'Pighi, L.', 'Nitto, S.D.', 'Bragantini, D.', 'Gianfilippi, G.L.', 'Lippi, G.']",2021-06-03,pubmed,34064509,8147939,False,True,False,True,True,False,False
10.1038/s41372-020-00805-w,"Difference in levels of SARS-CoV-2 S1 and S2 subunits- and nucleocapsid protein-reactive SIgM/IgM, IgG and SIgA/IgA antibodies in human milk.",Journal of perinatology : official journal of the California Perinatal Association,"['Demers-Mathieu, V.', 'Do, D.M.', 'Mathijssen, G.B.', 'Sela, D.A.', 'Seppo, A.', 'J, K.M.', 'Medo, E.']",2020-09-03,pubmed,32873904,7461757,False,True,False,True,True,False,False
10.1208/s12249-021-02058-y,Tozinameran (BNT162b2) Vaccine: The Journey from Preclinical Research to Clinical Trials and Authorization.,AAPS PharmSciTech,"['Khehra, N.', 'Padda, I.', 'Jaferi, U.', 'Atwal, H.', 'Narain, S.', 'Parmar, M.S.']",2021-06-09,pubmed,34100150,8184133,False,True,False,True,True,False,False
10.1101/2022.01.12.22269023,Extremely potent monoclonal antibodies neutralize Omicron and other SARS-CoV-2 variants.,medRxiv : the preprint server for health sciences,"['Chen, Z.', 'Zhang, P.', 'Matsuoka, Y.', 'Tsybovsky, Y.', 'West, K.', 'Santos, C.', 'Boyd, L.F.', 'Nguyen, H.', 'Pomerenke, A.', 'Stephens, T.', 'Olia, A.S.', 'Giorgi, V.D.', 'Holbrook, M.R.', 'Gross, R.', 'Postnikova, E.', 'Garza, N.L.', 'Johnson, R.F.', 'Margulies, D.H.', 'Kwong, P.D.', 'Alter, H.J.', 'Buchholz, U.J.', 'Lusso, P.', 'Farci, P.']",2022-01-20,pubmed,35043120,8764729,True,True,True,True,True,False,False
10.1016/j.vetmic.2020.108742,Humoral immune responses in piglets experimentally infected with a field strain of porcine epidemic diarrhea virus.,Veterinary microbiology,"['Guo, H.', 'Yao, Z.', 'Chen, L.', 'Li, L.', 'Li, Y.', 'Wang, Y.', 'Li, T.', 'Wang, H.', 'Sun, L.', 'Hao, D.', 'Song, Q.']",2020-07-02,pubmed,32605747,,False,False,False,True,False,False,False
10.1186/s12985-021-01490-7,Evaluation of SARS-CoV-2 neutralizing antibodies using a vesicular stomatitis virus possessing SARS-CoV-2 spike protein.,Virology journal,"['Tani, H.', 'Kimura, M.', 'Tan, L.', 'Yoshida, Y.', 'Ozawa, T.', 'Kishi, H.', 'Fukushi, S.', 'Saijo, M.', 'Sano, K.', 'Suzuki, T.', 'Kawasuji, H.', 'Ueno, A.', 'Miyajima, Y.', 'Fukui, Y.', 'Sakamaki, I.', 'Yamamoto, Y.', 'Morinaga, Y.']",2021-01-14,pubmed,33435994,7801864,True,True,False,True,True,False,False
10.1542/peds.2021-052173,Mild SARS-CoV-2 Infections and Neutralizing Antibody Titers.,Pediatrics,"['Bonfante, F.', 'Costenaro, P.', 'Cantarutti, A.', 'Chiara, C.D.', 'Bortolami, A.', 'Petrara, M.R.', 'Carmona, F.', 'Pagliari, M.', 'Cosma, C.', 'Cozzani, S.', 'Mazzetto, E.', 'Salvo, G.D.', 'Dalt, L.D.', 'Palma, P.', 'Barzon, L.', 'Corrao, G.', 'Terregino, C.', 'Padoan, A.', 'Plebani, M.', 'Rossi, A.D.', 'Don, D.', 'Giaquinto, C.']",2021-06-24,pubmed,34158312,,False,False,False,True,False,False,False
10.1101/2021.11.08.21265888,SARS-CoV-2 Antibody Response is Associated with Age in Convalescent Outpatients.,medRxiv : the preprint server for health sciences,"['Zhai, B.', 'Clarke, K.', 'Bauer, D.L.', 'Kupul, S.', 'Schratz, L.J.', 'Nowalk, M.P.', 'McElroy, A.K.', 'McLachlan, J.B.', 'Zimmerman, R.K.', 'Alcorn, J.F.']",2021-11-19,pubmed,34790986,8597889,False,True,False,True,True,False,False
10.1128/JVI.01815-15,A Highly Immunogenic and Protective Middle East Respiratory Syndrome Coronavirus Vaccine Based on a Recombinant Measles Virus Vaccine Platform.,Journal of virology,"['Malczyk, A.H.', 'Kupke, A.', 'Pr, S.', 'Scheuplein, V.A.', 'Hutzler, S.', 'Kreuz, D.', 'Beissert, T.', 'Bauer, S.', 'Hubich-Rau, S.', 'Tondera, C.', 'Eldin, H.S.', 'Schmidt, J.', 'Vergara-Alert, J.', 'S, Y.', 'Seifried, J.', 'Hanschmann, K.', 'Kalinke, U.', 'Herold, S.', 'Sahin, U.', 'Cichutek, K.', 'Waibler, Z.', 'Eickmann, M.', 'Becker, S.', 'M, M.D.']",2015-09-12,pubmed,26355094,4645655,True,True,False,True,True,False,True
10.1101/2021.06.25.449871,Engineered chimeric T cell receptor fusion construct (TRuC)-expressing T cells prevent translational shutdown in SARS-CoV-2-infected cells,bioRxiv : the preprint server for biology,"['Godbole, I.', 'Ciminski, K.', 'Yousefi, O.S.', 'Pathan-Chhatbar, S.', 'Saltukoglu, D.', 'Vesper, N.', 'Salavei, P.', 'Strietz, J.', 'Gensch, N.', 'Reth, M.', 'Schwemmle, M.', 'Schamel, W.W.']",2021-06-25,biorxiv,,,False,False,False,True,False,False,False
10.1128/JVI.01126-21,A Bifluorescent-Based Assay for the Identification of Neutralizing Antibodies against SARS-CoV-2 Variants of Concern ,Journal of virology,"['Chiem, K.', 'Vasquez, D.M.', 'Silvas, J.A.', 'Park, J.', 'Piepenbrink, M.S.', 'Sourimant, J.', 'Lin, M.J.', 'Greninger, A.L.', 'Plemper, R.K.', 'Torrelles, J.B.', 'Walter, M.R.', 'Torre, J.C.', 'Kobie, J.K.', 'Ye, C.', 'Martinez-Sobrido, L.']",2021-09-09,pubmed,34495697,8549516,True,True,True,True,True,False,False
10.1038/s41467-021-24909-9,Neutralizing activity of Sputnik V vaccine sera against SARS-CoV-2 variants.,Nature communications,"['Ikegame, S.', 'Siddiquey, M.N.A.', 'Hung, C.', 'Haas, G.', 'Brambilla, L.', 'Oguntuyo, K.Y.', 'Kowdle, S.', 'Chiu, H.', 'Stevens, C.S.', 'Vilardo, A.E.', 'Edelstein, A.', 'Perandones, C.', 'Kamil, J.P.', 'Lee, B.']",2021-07-28,pubmed,34312390,8313705,True,True,True,True,True,False,False
10.1371/journal.pone.0102415,Substitution at aspartic acid 1128 in the SARS coronavirus spike glycoprotein mediates escape from a S2 domain-targeting neutralizing monoclonal antibody.,PloS one,"['Ng, O.', 'Keng, C.', 'Leung, C.S.', 'Peiris, J.S.M.', 'Poon, L.L.M.', 'Tan, Y.']",2014-07-16,pubmed,25019613,4097068,False,True,False,True,True,False,False
10.1002/advs.202105378,Development of Receptor Binding Domain (RBD)-Conjugated Nanoparticle Vaccines with Broad Neutralization against SARS-CoV-2 Delta and Other Variants.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","['Chen, R.', 'Zhang, X.', 'Yuan, Y.', 'Deng, X.', 'Wu, B.', 'Xi, Z.', 'Wang, G.', 'Lin, Y.', 'Li, R.', 'Wang, X.', 'Zou, F.', 'Liang, L.', 'Yan, H.', 'Liang, C.', 'Li, Y.', 'Wu, S.', 'Deng, J.', 'Zhou, M.', 'Zhang, X.', 'Li, C.', 'Bu, X.', 'Peng, Y.', 'Ke, C.', 'Deng, K.', 'He, X.', 'Zhang, Y.', 'Zhang, Z.', 'Pan, T.', 'Zhang, H.']",2022-02-11,pubmed,35142444,,False,False,False,True,False,False,False
10.1128/Spectrum.01298-21,SARS-CoV-2 Antibody Binding and Neutralization in Dried Blood Spot Eluates and Paired Plasma.,Microbiology spectrum,"['Itell, H.L.', 'Weight, H.', 'Fish, C.S.', 'Logue, J.K.', 'Franko, N.', 'Wolf, C.R.', 'McCulloch, D.J.', 'Galloway, J.', 'Matsen, F.A.', 'Chu, H.Y.', 'Overbaugh, J.']",2021-10-21,pubmed,34668728,8528110,True,True,True,True,True,False,False
10.1038/s41598-022-04950-4,Regional and temporal coordinated mutation patterns in SARS-CoV-2 spike protein revealed by a clustering and network analysis.,Scientific reports,"['Negi, S.S.', 'Schein, C.H.', 'Braun, W.']",2022-01-23,pubmed,35064154,8782831,True,True,False,True,True,False,True
10.1182/blood.2020008367,Waning of SARS-CoV-2 RBD antibodies in longitudinal convalescent plasma samples within 4 months after symptom onset.,Blood,"['Perreault, J.', 'Tremblay, T.', 'Fournier, M.', 'Drouin, M.', 'Beaudoin-Bussi, G.', 'Pr, J.', 'Lewin, A.', 'B, P.', 'Finzi, A.', 'Bazin, R.']",2020-10-02,pubmed,33001206,7714093,False,True,False,True,True,False,False
10.1093/jalm/jfab080,SARS-CoV-2 Serology Status Detected by Commercialized Platforms Distinguishes Previous Infection and Vaccination Adaptive Immune Responses.,The journal of applied laboratory medicine,"['Suhandynata, R.T.', 'Bevins, N.J.', 'Tran, J.T.', 'Huang, D.', 'Hoffman, M.A.', 'Lund, K.', 'Kelner, M.J.', 'McLawhon, R.W.', 'Gonias, S.L.', 'Nemazee, D.', 'Fitzgerald, R.L.']",2021-06-26,pubmed,34170314,8409063,False,True,False,True,True,False,False
10.1007/s10096-021-04169-7,Sensitivity of anti-SARS-CoV-2 serological assays in a high-prevalence setting.,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,"['M, L.', 'Ostermann, P.N.', 'Walker, A.', 'Wienemann, T.', 'Mertens, A.', 'Adams, O.', 'Andree, M.', 'Hauka, S.', 'L, N.', 'Keitel, V.', 'Drexler, I.', 'Cristanziano, V.D.', 'Hermsen, D.F.', 'Kaiser, R.', 'Boege, F.', 'Klein, F.', 'Schaal, H.', 'Timm, J.', 'Senff, T.']",2021-02-04,pubmed,33534090,7856849,False,True,False,True,True,False,True
